location_id,on_date,min_temp_c,max_temp_c,precip_mm,conditions,source
113,2025-10-20,16.0,29.4,0.0,Cloudy,Open-Meteo
113,2025-10-21,17.2,29.6,0.0,Cloudy,Open-Meteo
113,2025-10-22,14.6,29.7,0.0,Cloudy,Open-Meteo
113,2025-10-23,16.6,29.3,0.0,Cloudy,Open-Meteo
113,2025-10-24,17.7,28.6,0.0,Cloudy,Open-Meteo
113,2025-10-25,17.2,28.6,0.0,Cloudy,Open-Meteo
113,2025-10-26,16.0,30.0,0.0,Cloudy,Open-Meteo
114,2025-10-20,4.8,11.9,0.0,Cloudy,Open-Meteo
114,2025-10-21,5.2,12.8,0.0,Clear,Open-Meteo
114,2025-10-22,7.2,14.3,0.0,Cloudy,Open-Meteo
114,2025-10-23,7.7,14.9,0.0,Cloudy,Open-Meteo
114,2025-10-24,9.0,15.0,0.7,Light drizzle,Open-Meteo
114,2025-10-25,8.7,11.8,1.0,Light drizzle,Open-Meteo
114,2025-10-26,5.3,14.7,0.2,Light drizzle,Open-Meteo
115,2025-10-20,13.0,16.0,5.3,Light rain,Open-Meteo
115,2025-10-21,12.5,18.8,0.0,Cloudy,Open-Meteo
115,2025-10-22,14.1,20.3,0.0,Cloudy,Open-Meteo
115,2025-10-23,15.1,20.7,0.0,Cloudy,Open-Meteo
115,2025-10-24,11.7,15.7,3.0,Moderate drizzle,Open-Meteo
115,2025-10-25,11.4,17.3,0.3,Light drizzle,Open-Meteo
115,2025-10-26,11.6,18.8,0.0,Cloudy,Open-Meteo
116,2025-10-20,13.0,21.1,0.0,Cloudy,Open-Meteo
116,2025-10-21,11.2,22.7,0.0,Cloudy,Open-Meteo
116,2025-10-22,12.5,21.2,0.0,Cloudy,Open-Meteo
116,2025-10-23,12.4,22.9,0.1,Light drizzle,Open-Meteo
116,2025-10-24,14.6,22.6,0.0,Cloudy,Open-Meteo
116,2025-10-25,15.8,26.1,2.9,Unknown,Open-Meteo
116,2025-10-26,16.8,30.0,0.1,Light drizzle,Open-Meteo
117,2025-10-20,8.5,11.3,2.8,Light drizzle,Open-Meteo
117,2025-10-21,6.0,14.1,0.0,Cloudy,Open-Meteo
117,2025-10-22,5.9,16.2,0.0,Cloudy,Open-Meteo
117,2025-10-23,8.0,17.2,0.0,Clear,Open-Meteo
117,2025-10-24,10.3,17.2,0.0,Cloudy,Open-Meteo
117,2025-10-25,10.5,14.2,2.5,Moderate drizzle,Open-Meteo
117,2025-10-26,6.9,17.2,0.1,Light drizzle,Open-Meteo
118,2025-10-20,19.1,32.0,0.0,Cloudy,Open-Meteo
118,2025-10-21,18.6,32.6,0.0,Cloudy,Open-Meteo
118,2025-10-22,17.4,30.6,0.0,Cloudy,Open-Meteo
118,2025-10-23,16.8,29.4,0.0,Mainly clear,Open-Meteo
118,2025-10-24,19.8,28.7,0.2,Light drizzle,Open-Meteo
118,2025-10-25,19.4,30.3,0.7,Light drizzle,Open-Meteo
118,2025-10-26,19.2,30.2,0.0,Cloudy,Open-Meteo
119,2025-10-20,11.9,15.5,1.9,Light drizzle,Open-Meteo
119,2025-10-21,11.1,13.7,0.1,Light drizzle,Open-Meteo
119,2025-10-22,11.6,16.5,0.0,Cloudy,Open-Meteo
119,2025-10-23,13.1,19.0,0.0,Cloudy,Open-Meteo
119,2025-10-24,13.7,21.5,0.0,Cloudy,Open-Meteo
119,2025-10-25,13.1,21.5,0.0,Cloudy,Open-Meteo
119,2025-10-26,12.2,21.2,0.0,Cloudy,Open-Meteo
120,2025-10-20,9.3,12.5,3.6,Light drizzle,Open-Meteo
120,2025-10-21,9.2,12.0,0.3,Light drizzle,Open-Meteo
120,2025-10-22,10.4,17.0,0.0,Cloudy,Open-Meteo
120,2025-10-23,11.7,18.0,0.0,Cloudy,Open-Meteo
120,2025-10-24,12.5,18.5,0.0,Cloudy,Open-Meteo
120,2025-10-25,10.6,16.3,0.2,Light drizzle,Open-Meteo
120,2025-10-26,11.1,18.1,0.0,Cloudy,Open-Meteo
121,2025-10-20,7.5,11.2,13.3,Light rain,Open-Meteo
121,2025-10-21,8.3,12.7,0.0,Cloudy,Open-Meteo
121,2025-10-22,8.7,16.1,0.0,Clear,Open-Meteo
121,2025-10-23,9.4,17.9,0.0,Cloudy,Open-Meteo
121,2025-10-24,10.3,15.6,0.4,Light drizzle,Open-Meteo
121,2025-10-25,9.0,12.6,3.0,Moderate drizzle,Open-Meteo
121,2025-10-26,9.6,19.5,0.0,Cloudy,Open-Meteo
122,2025-10-20,8.1,21.8,0.0,Clear,Open-Meteo
122,2025-10-21,8.9,25.5,0.2,Light drizzle,Open-Meteo
122,2025-10-22,10.3,21.0,0.0,Mainly clear,Open-Meteo
122,2025-10-23,7.2,23.9,0.0,Clear,Open-Meteo
122,2025-10-24,8.6,22.2,0.0,Cloudy,Open-Meteo
122,2025-10-25,8.8,21.0,0.0,Cloudy,Open-Meteo
122,2025-10-26,11.6,17.0,0.6,Light drizzle,Open-Meteo
123,2025-10-20,16.5,18.6,0.0,Cloudy,Open-Meteo
123,2025-10-21,15.8,18.1,0.2,Light drizzle,Open-Meteo
123,2025-10-22,14.3,19.1,0.0,Cloudy,Open-Meteo
123,2025-10-23,14.9,19.5,0.0,Cloudy,Open-Meteo
123,2025-10-24,15.8,21.1,0.0,Cloudy,Open-Meteo
123,2025-10-25,15.5,21.0,0.5,Light drizzle,Open-Meteo
123,2025-10-26,13.5,19.1,0.0,Cloudy,Open-Meteo
124,2025-10-20,11.5,21.9,4.7,Moderate rain,Open-Meteo
124,2025-10-21,6.2,21.7,0.0,Cloudy,Open-Meteo
124,2025-10-22,10.4,18.6,6.0,Moderate rain,Open-Meteo
124,2025-10-23,8.7,16.9,0.0,Cloudy,Open-Meteo
124,2025-10-24,5.7,15.0,0.0,Cloudy,Open-Meteo
124,2025-10-25,5.0,14.8,0.0,Cloudy,Open-Meteo
124,2025-10-26,5.5,16.3,0.0,Cloudy,Open-Meteo
125,2025-10-20,9.6,15.7,11.9,Unknown,Open-Meteo
125,2025-10-21,10.1,14.8,0.1,Light drizzle,Open-Meteo
125,2025-10-22,9.7,17.7,0.9,Light drizzle,Open-Meteo
125,2025-10-23,9.2,17.4,1.0,Moderate drizzle,Open-Meteo
125,2025-10-24,7.9,14.4,7.5,Moderate drizzle,Open-Meteo
125,2025-10-25,7.9,12.9,1.9,Light drizzle,Open-Meteo
125,2025-10-26,7.2,11.8,1.9,Light drizzle,Open-Meteo
126,2025-10-20,21.8,28.8,8.8,Moderate rain,Open-Meteo
126,2025-10-21,19.1,25.5,0.5,Light drizzle,Open-Meteo
126,2025-10-22,19.8,24.9,0.8,Light drizzle,Open-Meteo
126,2025-10-23,19.8,26.0,1.1,Light drizzle,Open-Meteo
126,2025-10-24,20.0,28.6,0.0,Cloudy,Open-Meteo
126,2025-10-25,22.9,31.4,0.0,Cloudy,Open-Meteo
126,2025-10-26,20.9,32.5,0.0,Cloudy,Open-Meteo
127,2025-10-20,10.2,14.5,2.2,Light drizzle,Open-Meteo
127,2025-10-21,9.2,12.7,1.7,Light drizzle,Open-Meteo
127,2025-10-22,10.1,15.9,0.0,Cloudy,Open-Meteo
127,2025-10-23,11.8,18.1,0.0,Cloudy,Open-Meteo
127,2025-10-24,12.5,17.7,0.0,Cloudy,Open-Meteo
127,2025-10-25,11.8,18.3,0.9,Light drizzle,Open-Meteo
127,2025-10-26,12.4,17.3,0.3,Light drizzle,Open-Meteo
128,2025-10-20,9.0,17.9,0.5,Light drizzle,Open-Meteo
128,2025-10-21,15.3,19.5,10.1,Unknown,Open-Meteo
128,2025-10-22,10.1,20.4,3.9,Moderate rain,Open-Meteo
128,2025-10-23,8.9,17.1,0.2,Light drizzle,Open-Meteo
128,2025-10-24,7.3,16.5,0.3,Light drizzle,Open-Meteo
128,2025-10-25,12.9,17.0,8.9,Light rain,Open-Meteo
128,2025-10-26,10.6,21.0,17.3,Moderate rain,Open-Meteo
129,2025-10-20,14.5,19.1,0.0,Cloudy,Open-Meteo
129,2025-10-21,13.0,17.7,2.4,Moderate drizzle,Open-Meteo
129,2025-10-22,11.5,17.8,0.0,Cloudy,Open-Meteo
129,2025-10-23,12.3,20.8,0.0,Cloudy,Open-Meteo
129,2025-10-24,13.4,20.9,0.0,Partly cloudy,Open-Meteo
129,2025-10-25,15.4,22.4,0.0,Cloudy,Open-Meteo
129,2025-10-26,15.1,19.2,0.0,Cloudy,Open-Meteo
130,2025-10-20,24.7,28.4,1.7,Light drizzle,Open-Meteo
130,2025-10-21,24.6,28.7,3.6,Moderate drizzle,Open-Meteo
130,2025-10-22,24.9,29.1,3.5,Unknown,Open-Meteo
130,2025-10-23,24.8,28.6,1.3,Moderate drizzle,Open-Meteo
130,2025-10-24,24.9,28.8,6.7,Moderate rain,Open-Meteo
130,2025-10-25,24.4,28.3,2.7,Moderate drizzle,Open-Meteo
130,2025-10-26,24.5,28.7,2.1,Moderate drizzle,Open-Meteo
131,2025-10-20,14.0,21.1,0.0,Cloudy,Open-Meteo
131,2025-10-21,12.1,18.3,0.0,Cloudy,Open-Meteo
131,2025-10-22,12.7,17.4,0.0,Cloudy,Open-Meteo
131,2025-10-23,14.4,20.1,0.0,Cloudy,Open-Meteo
131,2025-10-24,14.9,22.8,0.0,Cloudy,Open-Meteo
131,2025-10-25,15.7,24.6,0.2,Light drizzle,Open-Meteo
131,2025-10-26,14.5,23.1,0.0,Mainly clear,Open-Meteo
132,2025-10-20,6.8,9.8,3.8,Moderate drizzle,Open-Meteo
132,2025-10-21,5.9,13.6,0.0,Cloudy,Open-Meteo
132,2025-10-22,8.3,15.4,0.0,Cloudy,Open-Meteo
132,2025-10-23,9.2,17.1,0.0,Cloudy,Open-Meteo
132,2025-10-24,10.7,17.1,5.0,Light rain,Open-Meteo
132,2025-10-25,8.5,13.7,1.9,Moderate drizzle,Open-Meteo
132,2025-10-26,8.0,19.9,0.0,Cloudy,Open-Meteo
133,2025-10-20,16.5,30.1,0.0,Cloudy,Open-Meteo
133,2025-10-21,17.0,32.8,0.0,Cloudy,Open-Meteo
133,2025-10-22,18.9,33.1,0.0,Clear,Open-Meteo
133,2025-10-23,18.4,29.3,0.0,Clear,Open-Meteo
133,2025-10-24,17.7,28.3,0.0,Cloudy,Open-Meteo
133,2025-10-25,18.0,28.6,0.0,Mainly clear,Open-Meteo
133,2025-10-26,19.0,26.3,0.6,Light drizzle,Open-Meteo
134,2025-10-20,8.2,10.8,3.7,Moderate drizzle,Open-Meteo
134,2025-10-21,5.9,14.4,0.0,Cloudy,Open-Meteo
134,2025-10-22,6.5,16.0,0.0,Mainly clear,Open-Meteo
134,2025-10-23,8.6,17.1,0.0,Cloudy,Open-Meteo
134,2025-10-24,10.8,16.9,1.1,Moderate drizzle,Open-Meteo
134,2025-10-25,8.5,13.3,2.7,Light drizzle,Open-Meteo
134,2025-10-26,7.3,17.2,0.0,Cloudy,Open-Meteo
135,2025-10-20,18.0,33.4,0.0,Cloudy,Open-Meteo
135,2025-10-21,18.1,27.8,0.0,Cloudy,Open-Meteo
135,2025-10-22,17.1,38.3,0.0,Cloudy,Open-Meteo
135,2025-10-23,17.3,21.7,0.1,Light drizzle,Open-Meteo
135,2025-10-24,14.1,23.2,0.1,Light drizzle,Open-Meteo
135,2025-10-25,16.1,24.4,0.0,Cloudy,Open-Meteo
135,2025-10-26,16.8,24.5,2.4,Light rain,Open-Meteo
136,2025-10-20,16.0,24.4,3.6,Light rain,Open-Meteo
136,2025-10-21,13.8,24.9,0.0,Cloudy,Open-Meteo
136,2025-10-22,18.1,26.6,0.0,Cloudy,Open-Meteo
136,2025-10-23,15.2,25.4,0.0,Cloudy,Open-Meteo
136,2025-10-24,12.1,22.5,0.9,Moderate drizzle,Open-Meteo
136,2025-10-25,13.4,22.9,1.5,Light rain,Open-Meteo
136,2025-10-26,12.3,18.1,2.2,Moderate drizzle,Open-Meteo
137,2025-10-20,6.2,8.0,3.1,Moderate drizzle,Open-Meteo
137,2025-10-21,7.9,13.8,0.0,Cloudy,Open-Meteo
137,2025-10-22,8.1,14.4,0.0,Cloudy,Open-Meteo
137,2025-10-23,9.7,15.9,0.9,Moderate drizzle,Open-Meteo
137,2025-10-24,9.2,12.3,8.2,Light rain,Open-Meteo
137,2025-10-25,7.5,12.5,0.1,Light drizzle,Open-Meteo
137,2025-10-26,6.2,17.8,0.0,Cloudy,Open-Meteo
138,2025-10-20,12.7,29.6,0.0,Clear,Open-Meteo
138,2025-10-21,14.2,32.2,0.0,Partly cloudy,Open-Meteo
138,2025-10-22,14.9,36.1,0.0,Mainly clear,Open-Meteo
138,2025-10-23,14.3,21.3,0.4,Light drizzle,Open-Meteo
138,2025-10-24,14.6,23.0,0.0,Cloudy,Open-Meteo
138,2025-10-25,12.9,19.6,1.4,Light drizzle,Open-Meteo
138,2025-10-26,11.3,19.5,6.3,Moderate rain,Open-Meteo
139,2025-10-20,11.0,15.2,0.4,Light drizzle,Open-Meteo
139,2025-10-21,9.9,13.2,0.0,Cloudy,Open-Meteo
139,2025-10-22,10.8,16.1,0.0,Cloudy,Open-Meteo
139,2025-10-23,12.1,18.9,0.0,Cloudy,Open-Meteo
139,2025-10-24,12.4,20.0,0.0,Cloudy,Open-Meteo
139,2025-10-25,13.3,18.6,0.4,Light drizzle,Open-Meteo
139,2025-10-26,12.5,18.5,0.0,Cloudy,Open-Meteo
140,2025-10-20,9.2,11.8,0.8,Light drizzle,Open-Meteo
140,2025-10-21,7.6,13.5,0.0,Cloudy,Open-Meteo
140,2025-10-22,7.1,15.4,0.0,Mainly clear,Open-Meteo
140,2025-10-23,8.0,16.7,0.0,Partly cloudy,Open-Meteo
140,2025-10-24,9.4,16.8,0.0,Cloudy,Open-Meteo
140,2025-10-25,9.8,14.2,4.2,Moderate drizzle,Open-Meteo
140,2025-10-26,7.4,17.1,0.0,Cloudy,Open-Meteo
141,2025-10-20,25.7,36.1,0.0,Partly cloudy,Open-Meteo
141,2025-10-21,24.6,37.6,0.0,Clear,Open-Meteo
141,2025-10-22,25.3,38.2,0.0,Clear,Open-Meteo
141,2025-10-23,25.2,38.0,0.0,Cloudy,Open-Meteo
141,2025-10-24,25.7,39.3,0.0,Cloudy,Open-Meteo
141,2025-10-25,23.7,39.1,0.0,Clear,Open-Meteo
141,2025-10-26,23.3,35.7,0.0,Clear,Open-Meteo
142,2025-10-20,5.6,8.0,6.3,Unknown,Open-Meteo
142,2025-10-21,6.3,13.9,0.0,Cloudy,Open-Meteo
142,2025-10-22,8.7,15.4,0.0,Cloudy,Open-Meteo
142,2025-10-23,9.2,15.2,0.8,Light drizzle,Open-Meteo
142,2025-10-24,9.2,10.7,7.4,Unknown,Open-Meteo
142,2025-10-25,6.9,14.2,0.7,Light drizzle,Open-Meteo
142,2025-10-26,6.6,19.2,0.0,Cloudy,Open-Meteo
143,2025-10-20,3.3,12.9,0.3,Light drizzle,Open-Meteo
143,2025-10-21,8.6,15.6,1.2,Light drizzle,Open-Meteo
143,2025-10-22,9.8,16.1,1.5,Unknown,Open-Meteo
143,2025-10-23,9.9,16.1,2.4,Moderate drizzle,Open-Meteo
143,2025-10-24,7.5,11.9,0.1,Light drizzle,Open-Meteo
143,2025-10-25,6.9,12.0,1.5,Moderate drizzle,Open-Meteo
143,2025-10-26,4.8,9.3,5.9,Snow fall,Open-Meteo
144,2025-10-20,12.0,16.3,5.3,Moderate drizzle,Open-Meteo
144,2025-10-21,10.6,12.2,13.1,Light rain,Open-Meteo
144,2025-10-22,11.3,14.4,4.0,Moderate drizzle,Open-Meteo
144,2025-10-23,12.9,18.5,0.0,Cloudy,Open-Meteo
144,2025-10-24,12.8,21.4,0.0,Cloudy,Open-Meteo
144,2025-10-25,14.2,23.7,0.1,Light drizzle,Open-Meteo
144,2025-10-26,14.2,19.2,0.3,Light drizzle,Open-Meteo
145,2025-10-20,19.9,29.9,0.0,Cloudy,Open-Meteo
145,2025-10-21,17.3,22.4,1.4,Light drizzle,Open-Meteo
145,2025-10-22,15.6,17.5,5.6,Light rain,Open-Meteo
145,2025-10-23,16.6,21.5,0.0,Cloudy,Open-Meteo
145,2025-10-24,19.0,23.5,0.0,Cloudy,Open-Meteo
145,2025-10-25,20.5,27.1,0.0,Cloudy,Open-Meteo
145,2025-10-26,19.8,29.6,0.0,Cloudy,Open-Meteo
146,2025-10-20,12.1,15.5,4.2,Moderate drizzle,Open-Meteo
146,2025-10-21,12.5,17.7,0.2,Light drizzle,Open-Meteo
146,2025-10-22,12.5,15.5,2.7,Moderate drizzle,Open-Meteo
146,2025-10-23,11.9,13.9,8.1,Moderate drizzle,Open-Meteo
146,2025-10-24,11.5,14.0,2.8,Unknown,Open-Meteo
146,2025-10-25,11.9,19.0,2.6,Moderate drizzle,Open-Meteo
146,2025-10-26,11.9,18.2,1.1,Moderate drizzle,Open-Meteo
147,2025-10-20,11.6,15.1,0.3,Light drizzle,Open-Meteo
147,2025-10-21,11.2,13.5,0.4,Light drizzle,Open-Meteo
147,2025-10-22,11.1,16.0,0.0,Cloudy,Open-Meteo
147,2025-10-23,11.7,17.2,0.0,Clear,Open-Meteo
147,2025-10-24,13.0,18.0,0.0,Partly cloudy,Open-Meteo
147,2025-10-25,13.9,19.7,0.0,Cloudy,Open-Meteo
147,2025-10-26,13.7,17.4,0.1,Light drizzle,Open-Meteo
148,2025-10-20,10.0,15.2,0.1,Light drizzle,Open-Meteo
148,2025-10-21,9.5,11.5,0.0,Cloudy,Open-Meteo
148,2025-10-22,9.3,15.7,0.0,Cloudy,Open-Meteo
148,2025-10-23,10.9,18.3,0.0,Cloudy,Open-Meteo
148,2025-10-24,12.0,20.4,0.8,Moderate drizzle,Open-Meteo
148,2025-10-25,10.4,17.8,0.1,Light drizzle,Open-Meteo
148,2025-10-26,11.8,20.4,0.2,Light drizzle,Open-Meteo
149,2025-10-20,5.6,12.0,0.4,Light drizzle,Open-Meteo
149,2025-10-21,5.3,14.1,0.0,Cloudy,Open-Meteo
149,2025-10-22,6.9,15.3,0.0,Cloudy,Open-Meteo
149,2025-10-23,9.7,16.0,0.0,Cloudy,Open-Meteo
149,2025-10-24,10.2,16.6,3.8,Light rain,Open-Meteo
149,2025-10-25,8.5,14.0,0.8,Light drizzle,Open-Meteo
149,2025-10-26,8.4,18.3,0.0,Cloudy,Open-Meteo
150,2025-10-20,10.8,17.2,3.1,Moderate drizzle,Open-Meteo
150,2025-10-21,11.1,14.4,1.1,Light drizzle,Open-Meteo
150,2025-10-22,10.2,18.1,0.0,Cloudy,Open-Meteo
150,2025-10-23,10.8,18.9,0.0,Cloudy,Open-Meteo
150,2025-10-24,12.4,19.8,0.0,Cloudy,Open-Meteo
150,2025-10-25,12.9,19.0,2.2,Light rain,Open-Meteo
150,2025-10-26,10.1,18.1,0.0,Cloudy,Open-Meteo
151,2025-10-20,21.7,32.2,0.0,Clear,Open-Meteo
151,2025-10-21,21.0,32.4,0.0,Mainly clear,Open-Meteo
151,2025-10-22,20.8,31.9,0.0,Cloudy,Open-Meteo
151,2025-10-23,21.2,32.0,0.0,Cloudy,Open-Meteo
151,2025-10-24,21.1,32.5,0.0,Clear,Open-Meteo
151,2025-10-25,21.9,32.3,0.0,Cloudy,Open-Meteo
151,2025-10-26,22.3,32.0,0.0,Cloudy,Open-Meteo
152,2025-10-20,15.1,17.9,15.2,Light rain,Open-Meteo
152,2025-10-21,15.4,18.4,4.2,Moderate drizzle,Open-Meteo
152,2025-10-22,15.4,18.5,1.4,Light drizzle,Open-Meteo
152,2025-10-23,15.0,21.6,1.2,Light drizzle,Open-Meteo
152,2025-10-24,14.0,17.5,5.2,Moderate drizzle,Open-Meteo
152,2025-10-25,14.1,18.4,0.6,Light drizzle,Open-Meteo
152,2025-10-26,13.2,18.5,3.6,Moderate drizzle,Open-Meteo
153,2025-10-20,14.1,19.7,0.5,Light drizzle,Open-Meteo
153,2025-10-21,12.6,15.6,3.2,Moderate drizzle,Open-Meteo
153,2025-10-22,12.7,17.0,0.0,Cloudy,Open-Meteo
153,2025-10-23,13.5,20.3,0.0,Cloudy,Open-Meteo
153,2025-10-24,13.4,21.3,0.0,Partly cloudy,Open-Meteo
153,2025-10-25,15.4,22.8,0.0,Cloudy,Open-Meteo
153,2025-10-26,14.8,21.5,1.2,Moderate drizzle,Open-Meteo
154,2025-10-20,10.5,16.0,3.0,Moderate drizzle,Open-Meteo
154,2025-10-21,10.4,14.2,1.2,Light drizzle,Open-Meteo
154,2025-10-22,10.2,17.3,0.0,Cloudy,Open-Meteo
154,2025-10-23,10.5,18.0,0.0,Cloudy,Open-Meteo
154,2025-10-24,12.1,19.0,0.0,Cloudy,Open-Meteo
154,2025-10-25,12.9,18.6,1.2,Moderate drizzle,Open-Meteo
154,2025-10-26,10.5,17.9,0.0,Cloudy,Open-Meteo
155,2025-10-20,13.4,20.7,2.5,Moderate drizzle,Open-Meteo
155,2025-10-21,10.7,16.0,2.6,Moderate drizzle,Open-Meteo
155,2025-10-22,9.2,16.6,0.1,Light drizzle,Open-Meteo
155,2025-10-23,7.3,15.8,0.0,Cloudy,Open-Meteo
155,2025-10-24,8.1,17.4,0.2,Light drizzle,Open-Meteo
155,2025-10-25,13.0,19.4,2.6,Light drizzle,Open-Meteo
155,2025-10-26,12.9,19.5,6.8,Moderate drizzle,Open-Meteo
156,2025-10-20,-4.0,3.7,0.0,Cloudy,Open-Meteo
156,2025-10-21,-2.2,5.5,0.0,Clear,Open-Meteo
156,2025-10-22,-3.4,6.2,0.0,Clear,Open-Meteo
156,2025-10-23,-2.8,6.1,0.0,Clear,Open-Meteo
156,2025-10-24,0.2,6.5,0.0,Cloudy,Open-Meteo
156,2025-10-25,-0.4,10.5,0.0,Cloudy,Open-Meteo
156,2025-10-26,-3.3,4.1,0.0,Cloudy,Open-Meteo
157,2025-10-20,8.5,14.4,6.6,Unknown,Open-Meteo
157,2025-10-21,6.8,13.5,0.7,Moderate drizzle,Open-Meteo
157,2025-10-22,7.1,16.8,0.0,Clear,Open-Meteo
157,2025-10-23,8.1,17.7,0.0,Clear,Open-Meteo
157,2025-10-24,10.7,18.4,0.0,Cloudy,Open-Meteo
157,2025-10-25,11.1,15.8,3.0,Light rain,Open-Meteo
157,2025-10-26,8.9,17.3,0.2,Light drizzle,Open-Meteo
158,2025-10-20,9.8,12.7,0.0,Cloudy,Open-Meteo
158,2025-10-21,9.3,13.9,0.0,Cloudy,Open-Meteo
158,2025-10-22,8.7,14.6,0.0,Mainly clear,Open-Meteo
158,2025-10-23,10.6,15.7,0.0,Cloudy,Open-Meteo
158,2025-10-24,10.8,16.3,0.0,Cloudy,Open-Meteo
158,2025-10-25,9.0,14.2,6.2,Unknown,Open-Meteo
158,2025-10-26,8.9,17.3,0.0,Cloudy,Open-Meteo
159,2025-10-20,1.1,9.4,0.0,Cloudy,Open-Meteo
159,2025-10-21,1.9,11.4,0.0,Cloudy,Open-Meteo
159,2025-10-22,3.8,12.5,0.3,Light drizzle,Open-Meteo
159,2025-10-23,4.4,12.5,0.0,Cloudy,Open-Meteo
159,2025-10-24,6.0,13.6,0.0,Cloudy,Open-Meteo
159,2025-10-25,5.9,15.7,0.0,Cloudy,Open-Meteo
159,2025-10-26,1.4,11.0,0.0,Clear,Open-Meteo
160,2025-10-20,13.7,19.6,15.9,Moderate rain,Open-Meteo
160,2025-10-21,10.4,17.5,0.0,Cloudy,Open-Meteo
160,2025-10-22,11.7,18.3,15.3,Moderate rain,Open-Meteo
160,2025-10-23,8.7,15.6,0.0,Cloudy,Open-Meteo
160,2025-10-24,6.3,14.3,0.1,Light drizzle,Open-Meteo
160,2025-10-25,5.2,12.7,0.0,Cloudy,Open-Meteo
160,2025-10-26,6.1,12.4,0.0,Cloudy,Open-Meteo
161,2025-10-20,0.8,9.5,1.2,Unknown,Open-Meteo
161,2025-10-21,0.2,10.6,0.0,Mainly clear,Open-Meteo
161,2025-10-22,0.8,11.6,0.0,Cloudy,Open-Meteo
161,2025-10-23,1.4,11.9,0.0,Cloudy,Open-Meteo
161,2025-10-24,3.8,12.5,0.0,Mainly clear,Open-Meteo
161,2025-10-25,2.6,13.8,0.0,Mainly clear,Open-Meteo
161,2025-10-26,3.7,15.2,0.0,Cloudy,Open-Meteo
162,2025-10-20,13.9,18.2,0.0,Cloudy,Open-Meteo
162,2025-10-21,12.6,15.8,0.1,Light drizzle,Open-Meteo
162,2025-10-22,11.1,18.4,0.0,Cloudy,Open-Meteo
162,2025-10-23,11.7,18.8,0.0,Cloudy,Open-Meteo
162,2025-10-24,12.1,20.9,0.0,Cloudy,Open-Meteo
162,2025-10-25,13.8,21.2,0.2,Light drizzle,Open-Meteo
162,2025-10-26,12.2,18.2,0.0,Cloudy,Open-Meteo
163,2025-10-20,16.9,26.8,0.0,Cloudy,Open-Meteo
163,2025-10-21,14.5,26.4,0.0,Cloudy,Open-Meteo
163,2025-10-22,15.4,21.3,0.3,Light drizzle,Open-Meteo
163,2025-10-23,15.9,22.1,0.0,Cloudy,Open-Meteo
163,2025-10-24,16.1,23.7,0.0,Cloudy,Open-Meteo
163,2025-10-25,17.8,26.5,0.0,Cloudy,Open-Meteo
163,2025-10-26,16.5,27.0,0.0,Cloudy,Open-Meteo
164,2025-10-20,23.3,31.6,0.1,Light drizzle,Open-Meteo
164,2025-10-21,18.6,24.9,3.4,Moderate drizzle,Open-Meteo
164,2025-10-22,18.6,22.1,1.4,Moderate drizzle,Open-Meteo
164,2025-10-23,19.8,26.0,0.0,Cloudy,Open-Meteo
164,2025-10-24,21.0,26.1,3.6,Light rain,Open-Meteo
164,2025-10-25,23.2,30.4,0.0,Cloudy,Open-Meteo
164,2025-10-26,21.8,32.2,0.5,Light drizzle,Open-Meteo
165,2025-10-20,6.5,10.8,1.9,Moderate drizzle,Open-Meteo
165,2025-10-21,5.4,14.6,0.0,Cloudy,Open-Meteo
165,2025-10-22,7.1,15.6,0.0,Cloudy,Open-Meteo
165,2025-10-23,9.6,17.0,0.0,Cloudy,Open-Meteo
165,2025-10-24,10.5,17.2,4.2,Light rain,Open-Meteo
165,2025-10-25,8.5,13.7,1.6,Light drizzle,Open-Meteo
165,2025-10-26,7.3,19.2,0.0,Cloudy,Open-Meteo
166,2025-10-20,8.7,20.0,0.1,Light drizzle,Open-Meteo
166,2025-10-21,7.7,19.3,0.0,Cloudy,Open-Meteo
166,2025-10-22,6.8,21.7,0.0,Mainly clear,Open-Meteo
166,2025-10-23,6.1,22.2,0.0,Mainly clear,Open-Meteo
166,2025-10-24,5.9,22.3,0.0,Mainly clear,Open-Meteo
166,2025-10-25,5.8,21.9,0.0,Clear,Open-Meteo
166,2025-10-26,6.4,20.1,0.0,Mainly clear,Open-Meteo
167,2025-10-20,9.0,12.7,15.0,Light rain,Open-Meteo
167,2025-10-21,8.4,13.6,1.2,Light drizzle,Open-Meteo
167,2025-10-22,9.3,17.5,0.0,Cloudy,Open-Meteo
167,2025-10-23,10.3,19.1,0.0,Cloudy,Open-Meteo
167,2025-10-24,12.5,17.7,0.0,Cloudy,Open-Meteo
167,2025-10-25,10.4,15.6,1.6,Moderate drizzle,Open-Meteo
167,2025-10-26,10.9,18.4,0.0,Cloudy,Open-Meteo
168,2025-10-20,25.3,36.4,0.0,Cloudy,Open-Meteo
168,2025-10-21,24.1,36.1,0.0,Cloudy,Open-Meteo
168,2025-10-22,24.3,35.8,0.0,Mainly clear,Open-Meteo
168,2025-10-23,25.5,36.4,0.0,Partly cloudy,Open-Meteo
168,2025-10-24,24.0,36.5,0.0,Cloudy,Open-Meteo
168,2025-10-25,25.3,35.9,0.0,Mainly clear,Open-Meteo
168,2025-10-26,24.7,36.9,0.0,Mainly clear,Open-Meteo
169,2025-10-20,19.4,36.1,0.0,Cloudy,Open-Meteo
